Country,Year,month,date,latitude,longitude,temperature,pop,pop1
Abohar,4,May,05/01/2003,29.7428 ,73.8462,33.493999,130603,2.6939006
Abohar,9,May,05/01/2008,29.7428 ,73.8462,33.182999,130603,2.6939006
Abohar,18,May,05/01/2017,29.7428 ,73.8462,34.984001,130603,2.6939006
Abohar,10,May,05/01/2009,29.7428 ,73.8462,34.702999,130603,2.6939006
Abohar,13,May,05/01/2012,29.7428 ,73.8462,34.299999,130603,2.6939006
Abohar,14,May,05/01/2013,29.7428 ,73.8462,34.742001,130603,2.6939006
Abohar,2,May,05/01/2001,29.7428 ,73.8462,34.612,130603,2.6939006
Abohar,6,May,05/01/2005,29.7428 ,73.8462,32.375,130603,2.6939006
Abohar,5,May,05/01/2004,29.7428 ,73.8462,34.199001,130603,2.6939006
Abohar,16,May,05/01/2015,29.7428 ,73.8462,34.370998,130603,2.6939006
Abohar,19,May,05/01/2018,29.7428 ,73.8462,34.797001,130603,2.6939006
Abohar,15,May,05/01/2014,29.7428 ,73.8462,32.479,130603,2.6939006
Abohar,7,May,05/01/2006,29.7428 ,73.8462,35.955002,130603,2.6939006
Abohar,1,May,05/01/2000,29.7428 ,73.8462,35.931999,130603,2.6939006
Abohar,8,May,05/01/2007,29.7428 ,73.8462,34.646,130603,2.6939006
Abohar,21,May,05/01/2020,29.7428 ,73.8462,33.318001,130603,2.6939006
Abohar,11,May,05/01/2010,29.7428 ,73.8462,35.562,130603,2.6939006
Abohar,3,May,05/01/2002,29.7428 ,73.8462,35.646,130603,2.6939006
Abohar,20,May,05/01/2019,29.7428 ,73.8462,33.303001,130603,2.6939006
Abohar,17,May,05/01/2016,29.7428 ,73.8462,35.428001,130603,2.6939006
Abohar,12,May,05/01/2011,29.7428 ,73.8462,35.222,130603,2.6939006
Achalpur,8,May,05/01/2007,21.7021 ,77.0192,34.834,111278,2.8468959
Achalpur,19,May,05/01/2018,21.7021 ,77.0192,36.465,111278,2.8468959
Achalpur,21,May,05/01/2020,21.7021 ,77.0192,35.467999,111278,2.8468959
Achalpur,5,May,05/01/2004,21.7021 ,77.0192,34.486,111278,2.8468959
Achalpur,1,May,05/01/2000,21.7021 ,77.0192,33.224998,111278,2.8468959
Achalpur,20,May,05/01/2019,21.7021 ,77.0192,35.691002,111278,2.8468959
Achalpur,11,May,05/01/2010,21.7021 ,77.0192,36.386002,111278,2.8468959
Achalpur,16,May,05/01/2015,21.7021 ,77.0192,35.594002,111278,2.8468959
Achalpur,2,May,05/01/2001,21.7021 ,77.0192,34.928001,111278,2.8468959
Achalpur,4,May,05/01/2003,21.7021 ,77.0192,35.203999,111278,2.8468959
Achalpur,7,May,05/01/2006,21.7021 ,77.0192,34.698002,111278,2.8468959
Achalpur,14,May,05/01/2013,21.7021 ,77.0192,35.882999,111278,2.8468959
Achalpur,13,May,05/01/2012,21.7021 ,77.0192,35.176998,111278,2.8468959
Achalpur,17,May,05/01/2016,21.7021 ,77.0192,35.518002,111278,2.8468959
Achalpur,18,May,05/01/2017,21.7021 ,77.0192,35.765999,111278,2.8468959
Achalpur,10,May,05/01/2009,21.7021 ,77.0192,35.419998,111278,2.8468959
Achalpur,3,May,05/01/2002,21.7021 ,77.0192,35.779999,111278,2.8468959
Achalpur,15,May,05/01/2014,21.7021 ,77.0192,34.251999,111278,2.8468959
Achalpur,6,May,05/01/2005,21.7021 ,77.0192,34.851002,111278,2.8468959
Achalpur,12,May,05/01/2011,21.7021 ,77.0192,35.147999,111278,2.8468959
Achalpur,9,May,05/01/2008,21.7021 ,77.0192,34.498001,111278,2.8468959
Adilabad,13,May,05/01/2012,20.0942 ,78.4834,36.417999,118526,2.7895138
Adilabad,18,May,05/01/2017,20.0942 ,78.4834,36.146,118526,2.7895138
Adilabad,17,May,05/01/2016,20.0942 ,78.4834,35.917999,118526,2.7895138
Adilabad,6,May,05/01/2005,20.0942 ,78.4834,35.478001,118526,2.7895138
Adilabad,11,May,05/01/2010,20.0942 ,78.4834,36.556999,118526,2.7895138
Adilabad,4,May,05/01/2003,20.0942 ,78.4834,36.345001,118526,2.7895138
Adilabad,12,May,05/01/2011,20.0942 ,78.4834,35.665001,118526,2.7895138
Adilabad,16,May,05/01/2015,20.0942 ,78.4834,35.880001,118526,2.7895138
Adilabad,14,May,05/01/2013,20.0942 ,78.4834,36.889,118526,2.7895138
Adilabad,8,May,05/01/2007,20.0942 ,78.4834,35.604,118526,2.7895138
Adilabad,15,May,05/01/2014,20.0942 ,78.4834,34.345001,118526,2.7895138
Adilabad,21,May,05/01/2020,20.0942 ,78.4834,35.328999,118526,2.7895138
Adilabad,5,May,05/01/2004,20.0942 ,78.4834,34.605,118526,2.7895138
Adilabad,2,May,05/01/2001,20.0942 ,78.4834,35.707001,118526,2.7895138
Adilabad,3,May,05/01/2002,20.0942 ,78.4834,36.151001,118526,2.7895138
Adilabad,10,May,05/01/2009,20.0942 ,78.4834,35.945,118526,2.7895138
Adilabad,7,May,05/01/2006,20.0942 ,78.4834,34.591999,118526,2.7895138
Adilabad,9,May,05/01/2008,20.0942 ,78.4834,35.327,118526,2.7895138
Adilabad,19,May,05/01/2018,20.0942 ,78.4834,36.722,118526,2.7895138
Adilabad,1,May,05/01/2000,20.0942 ,78.4834,33.928001,118526,2.7895138
Adilabad,20,May,05/01/2019,20.0942 ,78.4834,36.964001,118526,2.7895138
Adoni,9,May,05/01/2008,15.2653 ,77.5000 ,33.161999,163631,2.4324188
Adoni,10,May,05/01/2009,15.2653 ,77.5000 ,33.098,163631,2.4324188
Adoni,21,May,05/01/2020,15.2653 ,77.5000 ,33.917999,163631,2.4324188
Adoni,17,May,05/01/2016,15.2653 ,77.5000 ,33.264999,163631,2.4324188
Adoni,12,May,05/01/2011,15.2653 ,77.5000 ,33.212002,163631,2.4324188
Adoni,20,May,05/01/2019,15.2653 ,77.5000 ,34.205002,163631,2.4324188
Adoni,2,May,05/01/2001,15.2653 ,77.5000 ,33.611,163631,2.4324188
Adoni,15,May,05/01/2014,15.2653 ,77.5000 ,32.597,163631,2.4324188
Adoni,16,May,05/01/2015,15.2653 ,77.5000 ,33.234001,163631,2.4324188
Adoni,5,May,05/01/2004,15.2653 ,77.5000 ,30.908001,163631,2.4324188
Adoni,19,May,05/01/2018,15.2653 ,77.5000 ,32.953999,163631,2.4324188
Adoni,7,May,05/01/2006,15.2653 ,77.5000 ,32.73,163631,2.4324188
Adoni,18,May,05/01/2017,15.2653 ,77.5000 ,33.818001,163631,2.4324188
Adoni,3,May,05/01/2002,15.2653 ,77.5000 ,33.129002,163631,2.4324188
Adoni,4,May,05/01/2003,15.2653 ,77.5000 ,34.692001,163631,2.4324188
Adoni,13,May,05/01/2012,15.2653 ,77.5000 ,33.928001,163631,2.4324188
Adoni,14,May,05/01/2013,15.2653 ,77.5000 ,34.115002,163631,2.4324188
Adoni,8,May,05/01/2007,15.2653 ,77.5000 ,33.005001,163631,2.4324188
Adoni,1,May,05/01/2000,15.2653 ,77.5000 ,32.433998,163631,2.4324188
Adoni,11,May,05/01/2010,15.2653 ,77.5000 ,33.583,163631,2.4324188
Adoni,6,May,05/01/2005,15.2653 ,77.5000 ,33.411999,163631,2.4324188
Agartala,8,May,05/01/2007,23.3087 ,91.74760000000001,28.754999,203264,2.1186454
Agartala,2,May,05/01/2001,23.3087 ,91.74760000000001,27.712999,203264,2.1186454
Agartala,15,May,05/01/2014,23.3087 ,91.74760000000001,29.667999,203264,2.1186454
Agartala,17,May,05/01/2016,23.3087 ,91.74760000000001,28.745001,203264,2.1186454
Agartala,5,May,05/01/2004,23.3087 ,91.74760000000001,29.308001,203264,2.1186454
Agartala,10,May,05/01/2009,23.3087 ,91.74760000000001,28.997999,203264,2.1186454
Agartala,7,May,05/01/2006,23.3087 ,91.74760000000001,28.469,203264,2.1186454
Agartala,3,May,05/01/2002,23.3087 ,91.74760000000001,27.740999,203264,2.1186454
Agartala,16,May,05/01/2015,23.3087 ,91.74760000000001,29.125,203264,2.1186454
Agartala,21,May,05/01/2020,23.3087 ,91.74760000000001,28.785999,203264,2.1186454
Agartala,12,May,05/01/2011,23.3087 ,91.74760000000001,28.174999,203264,2.1186454
Agartala,1,May,05/01/2000,23.3087 ,91.74760000000001,27.805,203264,2.1186454
Agartala,4,May,05/01/2003,23.3087 ,91.74760000000001,28.570999,203264,2.1186454
Agartala,19,May,05/01/2018,23.3087 ,91.74760000000001,27.711,203264,2.1186454
Agartala,13,May,05/01/2012,23.3087 ,91.74760000000001,29.259001,203264,2.1186454
Agartala,18,May,05/01/2017,23.3087 ,91.74760000000001,29.650999,203264,2.1186454
Agartala,9,May,05/01/2008,23.3087 ,91.74760000000001,28.972,203264,2.1186454
Agartala,6,May,05/01/2005,23.3087 ,91.74760000000001,28.018,203264,2.1186454
Agartala,20,May,05/01/2019,23.3087 ,91.74760000000001,29.971001,203264,2.1186454
Agartala,14,May,05/01/2013,23.3087 ,91.74760000000001,27.655001,203264,2.1186454
Agartala,11,May,05/01/2010,23.3087 ,91.74760000000001,28.938,203264,2.1186454
Agra,19,May,05/01/2018,26.5227,78.806,35.403,1430055,7.5938258
Agra,5,May,05/01/2004,26.5227,78.806,34.817001,1430055,7.5938258
Agra,1,May,05/01/2000,26.5227,78.806,34.502998,1430055,7.5938258
Agra,16,May,05/01/2015,26.5227,78.806,35.094002,1430055,7.5938258
Agra,9,May,05/01/2008,26.5227,78.806,33.532001,1430055,7.5938258
Agra,8,May,05/01/2007,26.5227,78.806,34.105999,1430055,7.5938258
Agra,4,May,05/01/2003,26.5227,78.806,34.834,1430055,7.5938258
Agra,10,May,05/01/2009,26.5227,78.806,34.599998,1430055,7.5938258
Agra,17,May,05/01/2016,26.5227,78.806,34.966999,1430055,7.5938258
Agra,15,May,05/01/2014,26.5227,78.806,33.999001,1430055,7.5938258
Agra,21,May,05/01/2020,26.5227,78.806,33.691002,1430055,7.5938258
Agra,2,May,05/01/2001,26.5227,78.806,34.237,1430055,7.5938258
Agra,13,May,05/01/2012,26.5227,78.806,34.841,1430055,7.5938258
Agra,14,May,05/01/2013,26.5227,78.806,35.341,1430055,7.5938258
Agra,12,May,05/01/2011,26.5227,78.806,34.797001,1430055,7.5938258
Agra,20,May,05/01/2019,26.5227,78.806,35.327,1430055,7.5938258
Agra,7,May,05/01/2006,26.5227,78.806,34.828999,1430055,7.5938258
Agra,18,May,05/01/2017,26.5227,78.806,35.373001,1430055,7.5938258
Agra,6,May,05/01/2005,26.5227,78.806,34.127998,1430055,7.5938258
Agra,3,May,05/01/2002,26.5227,78.806,35.872002,1430055,7.5938258
Agra,11,May,05/01/2010,26.5227,78.806,35.890999,1430055,7.5938258
Ahmadabad,15,May,05/01/2014,23.3087 ,72.5243,33.693001,3719710,25.720963
Ahmadabad,19,May,05/01/2018,23.3087 ,72.5243,35.102001,3719710,25.720963
Ahmadabad,12,May,05/01/2011,23.3087 ,72.5243,33.830002,3719710,25.720963
Ahmadabad,8,May,05/01/2007,23.3087 ,72.5243,33.911999,3719710,25.720963
Ahmadabad,13,May,05/01/2012,23.3087 ,72.5243,33.719002,3719710,25.720963
Ahmadabad,14,May,05/01/2013,23.3087 ,72.5243,34.240002,3719710,25.720963
Ahmadabad,1,May,05/01/2000,23.3087 ,72.5243,33.346001,3719710,25.720963
Ahmadabad,18,May,05/01/2017,23.3087 ,72.5243,34.693001,3719710,25.720963
Ahmadabad,9,May,05/01/2008,23.3087 ,72.5243,33.244999,3719710,25.720963
Ahmadabad,2,May,05/01/2001,23.3087 ,72.5243,33.855999,3719710,25.720963
Ahmadabad,5,May,05/01/2004,23.3087 ,72.5243,33.838001,3719710,25.720963
Ahmadabad,4,May,05/01/2003,23.3087 ,72.5243,33.943001,3719710,25.720963
Ahmadabad,17,May,05/01/2016,23.3087 ,72.5243,35.064999,3719710,25.720963
Ahmadabad,21,May,05/01/2020,23.3087 ,72.5243,34.757999,3719710,25.720963
Ahmadabad,3,May,05/01/2002,23.3087 ,72.5243,34.82,3719710,25.720963
Ahmadabad,6,May,05/01/2005,23.3087 ,72.5243,33.731998,3719710,25.720963
Ahmadabad,16,May,05/01/2015,23.3087 ,72.5243,35.008999,3719710,25.720963
Ahmadabad,11,May,05/01/2010,23.3087 ,72.5243,35.862999,3719710,25.720963
Ahmadabad,20,May,05/01/2019,23.3087 ,72.5243,34.112,3719710,25.720963
Ahmadabad,10,May,05/01/2009,23.3087 ,72.5243,34.497002,3719710,25.720963
Ahmadabad,7,May,05/01/2006,23.3087 ,72.5243,34.182999,3719710,25.720963
Ahmadnagar,7,May,05/01/2006,18.4838,74.36620000000001,30.474001,367140,.82124346
Ahmadnagar,4,May,05/01/2003,18.4838,74.36620000000001,31.021,367140,.82124346
Ahmadnagar,3,May,05/01/2002,18.4838,74.36620000000001,30.99,367140,.82124346
Ahmadnagar,14,May,05/01/2013,18.4838,74.36620000000001,30.978001,367140,.82124346
Ahmadnagar,2,May,05/01/2001,18.4838,74.36620000000001,30.33,367140,.82124346
Ahmadnagar,17,May,05/01/2016,18.4838,74.36620000000001,31.134001,367140,.82124346
Ahmadnagar,10,May,05/01/2009,18.4838,74.36620000000001,30.657,367140,.82124346
Ahmadnagar,9,May,05/01/2008,18.4838,74.36620000000001,30.322001,367140,.82124346
Ahmadnagar,16,May,05/01/2015,18.4838,74.36620000000001,31.014,367140,.82124346
Ahmadnagar,18,May,05/01/2017,18.4838,74.36620000000001,31.142,367140,.82124346
Ahmadnagar,19,May,05/01/2018,18.4838,74.36620000000001,31.261,367140,.82124346
Ahmadnagar,13,May,05/01/2012,18.4838,74.36620000000001,30.313999,367140,.82124346
Ahmadnagar,5,May,05/01/2004,18.4838,74.36620000000001,29.99,367140,.82124346
Ahmadnagar,11,May,05/01/2010,18.4838,74.36620000000001,31.726,367140,.82124346
Ahmadnagar,12,May,05/01/2011,18.4838,74.36620000000001,30.438,367140,.82124346
Ahmadnagar,20,May,05/01/2019,18.4838,74.36620000000001,31.011,367140,.82124346
Ahmadnagar,15,May,05/01/2014,18.4838,74.36620000000001,30.374001,367140,.82124346
Ahmadnagar,21,May,05/01/2020,18.4838,74.36620000000001,31.329,367140,.82124346
Ahmadnagar,1,May,05/01/2000,18.4838,74.36620000000001,29.431,367140,.82124346
Ahmadnagar,8,May,05/01/2007,18.4838,74.36620000000001,30.686001,367140,.82124346
Ahmadnagar,6,May,05/01/2005,18.4838,74.36620000000001,30.653,367140,.82124346
Aizawl,8,May,05/01/2007,23.3087,93.49509999999999,25.042999,265331,1.6272626
Aizawl,19,May,05/01/2018,23.3087,93.49509999999999,24.576,265331,1.6272626
Aizawl,13,May,05/01/2012,23.3087,93.49509999999999,26.601999,265331,1.6272626
Aizawl,7,May,05/01/2006,23.3087,93.49509999999999,25.169001,265331,1.6272626
Aizawl,9,May,05/01/2008,23.3087,93.49509999999999,25.677,265331,1.6272626
Aizawl,6,May,05/01/2005,23.3087,93.49509999999999,25.033001,265331,1.6272626
Aizawl,15,May,05/01/2014,23.3087,93.49509999999999,26.375999,265331,1.6272626
Aizawl,17,May,05/01/2016,23.3087,93.49509999999999,25.791,265331,1.6272626
Aizawl,4,May,05/01/2003,23.3087,93.49509999999999,25.156,265331,1.6272626
Aizawl,2,May,05/01/2001,23.3087,93.49509999999999,24.837,265331,1.6272626
Aizawl,20,May,05/01/2019,23.3087,93.49509999999999,27.445,265331,1.6272626
Aizawl,3,May,05/01/2002,23.3087,93.49509999999999,24.764999,265331,1.6272626
Aizawl,10,May,05/01/2009,23.3087,93.49509999999999,26.063,265331,1.6272626
Aizawl,16,May,05/01/2015,23.3087,93.49509999999999,26.207001,265331,1.6272626
Aizawl,1,May,05/01/2000,23.3087,93.49509999999999,24.493999,265331,1.6272626
Aizawl,5,May,05/01/2004,23.3087,93.49509999999999,25.792999,265331,1.6272626
Aizawl,12,May,05/01/2011,23.3087,93.49509999999999,25.041,265331,1.6272626
Aizawl,11,May,05/01/2010,23.3087,93.49509999999999,25.521,265331,1.6272626
Aizawl,21,May,05/01/2020,23.3087,93.49509999999999,25.856001,265331,1.6272626
Aizawl,18,May,05/01/2017,23.3087,93.49509999999999,26.417,265331,1.6272626
Aizawl,14,May,05/01/2013,23.3087,93.49509999999999,24.48,265331,1.6272626
Ajmer,19,May,05/01/2018,26.5227 ,75.2239,35.488998,517911,.37240651
Ajmer,15,May,05/01/2014,26.5227 ,75.2239,33.124001,517911,.37240651
Ajmer,17,May,05/01/2016,26.5227 ,75.2239,35.241001,517911,.37240651
Ajmer,5,May,05/01/2004,26.5227 ,75.2239,34.108002,517911,.37240651
Ajmer,4,May,05/01/2003,26.5227 ,75.2239,34.188,517911,.37240651
Ajmer,13,May,05/01/2012,26.5227 ,75.2239,33.919998,517911,.37240651
Ajmer,21,May,05/01/2020,26.5227 ,75.2239,34.040001,517911,.37240651
Ajmer,1,May,05/01/2000,26.5227 ,75.2239,34.257,517911,.37240651
Ajmer,6,May,05/01/2005,26.5227 ,75.2239,33.308998,517911,.37240651
Ajmer,11,May,05/01/2010,26.5227 ,75.2239,36.104,517911,.37240651
Ajmer,9,May,05/01/2008,26.5227 ,75.2239,32.598,517911,.37240651
Ajmer,3,May,05/01/2002,26.5227 ,75.2239,35.479,517911,.37240651
Ajmer,12,May,05/01/2011,26.5227 ,75.2239,34.558998,517911,.37240651
Ajmer,14,May,05/01/2013,26.5227 ,75.2239,34.880001,517911,.37240651
Ajmer,7,May,05/01/2006,26.5227 ,75.2239,34.876999,517911,.37240651
Ajmer,16,May,05/01/2015,26.5227 ,75.2239,34.966999,517911,.37240651
Ajmer,18,May,05/01/2017,26.5227 ,75.2239,34.901001,517911,.37240651
Ajmer,10,May,05/01/2009,26.5227 ,75.2239,34.84,517911,.37240651
Ajmer,8,May,05/01/2007,26.5227 ,75.2239,34.221001,517911,.37240651
Ajmer,2,May,05/01/2001,26.5227 ,75.2239,33.84,517911,.37240651
Ajmer,20,May,05/01/2019,26.5227 ,75.2239,34.164001,517911,.37240651
Akola,4,May,05/01/2003,20.0942 ,76.7773,35.174,428857,.33263162
Akola,9,May,05/01/2008,20.0942 ,76.7773,34.412998,428857,.33263162
Akola,15,May,05/01/2014,20.0942 ,76.7773,34.140999,428857,.33263162
Akola,14,May,05/01/2013,20.0942 ,76.7773,35.865002,428857,.33263162
Akola,1,May,05/01/2000,20.0942 ,76.7773,32.970001,428857,.33263162
Akola,13,May,05/01/2012,20.0942 ,76.7773,35.106998,428857,.33263162
Akola,10,May,05/01/2009,20.0942 ,76.7773,35.026001,428857,.33263162
Akola,6,May,05/01/2005,20.0942 ,76.7773,34.712002,428857,.33263162
Akola,2,May,05/01/2001,20.0942 ,76.7773,34.877998,428857,.33263162
Akola,12,May,05/01/2011,20.0942 ,76.7773,34.735001,428857,.33263162
Akola,21,May,05/01/2020,20.0942 ,76.7773,35.380001,428857,.33263162
Akola,19,May,05/01/2018,20.0942 ,76.7773,36.099998,428857,.33263162
Akola,3,May,05/01/2002,20.0942 ,76.7773,35.299999,428857,.33263162
Akola,18,May,05/01/2017,20.0942 ,76.7773,35.648998,428857,.33263162
Akola,5,May,05/01/2004,20.0942 ,76.7773,33.948002,428857,.33263162
Akola,16,May,05/01/2015,20.0942 ,76.7773,35.316002,428857,.33263162
Akola,7,May,05/01/2006,20.0942 ,76.7773,34.355,428857,.33263162
Akola,17,May,05/01/2016,20.0942 ,76.7773,35.301998,428857,.33263162
Akola,20,May,05/01/2019,20.0942 ,76.7773,35.847,428857,.33263162
Akola,11,May,05/01/2010,20.0942 ,76.7773,35.987999,428857,.33263162
Akola,8,May,05/01/2007,20.0942 ,76.7773,34.903999,428857,.33263162
Alandur,10,May,05/01/2009,13.6585,80.0917,33.258999,153775,2.5104485
Alandur,6,May,05/01/2005,13.6585,80.0917,33.062,153775,2.5104485
Alandur,19,May,05/01/2018,13.6585,80.0917,33.094002,153775,2.5104485
Alandur,13,May,05/01/2012,13.6585,80.0917,34.800999,153775,2.5104485
Alandur,1,May,05/01/2000,13.6585,80.0917,33.362,153775,2.5104485
Alandur,4,May,05/01/2003,13.6585,80.0917,34.556,153775,2.5104485
Alandur,15,May,05/01/2014,13.6585,80.0917,33.439999,153775,2.5104485
Alandur,17,May,05/01/2016,13.6585,80.0917,33.222,153775,2.5104485
Alandur,3,May,05/01/2002,13.6585,80.0917,33.963001,153775,2.5104485
Alandur,16,May,05/01/2015,13.6585,80.0917,33.389,153775,2.5104485
Alandur,21,May,05/01/2020,13.6585,80.0917,33.826,153775,2.5104485
Alandur,20,May,05/01/2019,13.6585,80.0917,34.231998,153775,2.5104485
Alandur,2,May,05/01/2001,13.6585,80.0917,34.272999,153775,2.5104485
Alandur,12,May,05/01/2011,13.6585,80.0917,33.806,153775,2.5104485
Alandur,8,May,05/01/2007,13.6585,80.0917,34.109001,153775,2.5104485
Alandur,9,May,05/01/2008,13.6585,80.0917,34.311001,153775,2.5104485
Alandur,11,May,05/01/2010,13.6585,80.0917,33.323002,153775,2.5104485
Alandur,7,May,05/01/2006,13.6585,80.0917,33.089001,153775,2.5104485
Alandur,5,May,05/01/2004,13.6585,80.0917,31.341999,153775,2.5104485
Alandur,18,May,05/01/2017,13.6585,80.0917,34.112,153775,2.5104485
Alandur,14,May,05/01/2013,13.6585,80.0917,34.278999,153775,2.5104485
Alappuzha,9,May,05/01/2008,8.8396 ,77.027,28.351999,176783,2.3282948
Alappuzha,21,May,05/01/2020,8.8396 ,77.027,29.194,176783,2.3282948
Alappuzha,15,May,05/01/2014,8.8396 ,77.027,28.573,176783,2.3282948
Alappuzha,6,May,05/01/2005,8.8396 ,77.027,28.966,176783,2.3282948
Alappuzha,14,May,05/01/2013,8.8396 ,77.027,28.785999,176783,2.3282948
Alappuzha,17,May,05/01/2016,8.8396 ,77.027,28.983999,176783,2.3282948
Alappuzha,12,May,05/01/2011,8.8396 ,77.027,28.653,176783,2.3282948
Alappuzha,5,May,05/01/2004,8.8396 ,77.027,26.982,176783,2.3282948
Alappuzha,10,May,05/01/2009,8.8396 ,77.027,28.646999,176783,2.3282948
Alappuzha,18,May,05/01/2017,8.8396 ,77.027,28.856001,176783,2.3282948
Alappuzha,3,May,05/01/2002,8.8396 ,77.027,28.252001,176783,2.3282948
Alappuzha,13,May,05/01/2012,8.8396 ,77.027,28.856001,176783,2.3282948
Alappuzha,11,May,05/01/2010,8.8396 ,77.027,28.976,176783,2.3282948
Alappuzha,20,May,05/01/2019,8.8396 ,77.027,29.809,176783,2.3282948
Alappuzha,4,May,05/01/2003,8.8396 ,77.027,28.895,176783,2.3282948
Alappuzha,1,May,05/01/2000,8.8396 ,77.027,28.629,176783,2.3282948
Alappuzha,8,May,05/01/2007,8.8396 ,77.027,28.641001,176783,2.3282948
Alappuzha,19,May,05/01/2018,8.8396 ,77.027,28.076,176783,2.3282948
Alappuzha,2,May,05/01/2001,8.8396 ,77.027,28.315001,176783,2.3282948
Alappuzha,16,May,05/01/2015,8.8396 ,77.027,28.118,176783,2.3282948
Alappuzha,7,May,05/01/2006,8.8396 ,77.027,28.190001,176783,2.3282948
Aligarh,10,May,05/01/2009,28.1329,77.2727,33.970001,753207,2.2352386
Aligarh,8,May,05/01/2007,28.1329,77.2727,33.749001,753207,2.2352386
Aligarh,18,May,05/01/2017,28.1329,77.2727,34.415001,753207,2.2352386
Aligarh,21,May,05/01/2020,28.1329,77.2727,32.965,753207,2.2352386
Aligarh,2,May,05/01/2001,28.1329,77.2727,33.243999,753207,2.2352386
Aligarh,14,May,05/01/2013,28.1329,77.2727,34.789001,753207,2.2352386
Aligarh,9,May,05/01/2008,28.1329,77.2727,32.103001,753207,2.2352386
Aligarh,15,May,05/01/2014,28.1329,77.2727,32.826,753207,2.2352386
Aligarh,4,May,05/01/2003,28.1329,77.2727,34.179001,753207,2.2352386
Aligarh,16,May,05/01/2015,28.1329,77.2727,34.525002,753207,2.2352386
Aligarh,1,May,05/01/2000,28.1329,77.2727,34.041,753207,2.2352386
Aligarh,13,May,05/01/2012,28.1329,77.2727,34.202999,753207,2.2352386
Aligarh,6,May,05/01/2005,28.1329,77.2727,33.07,753207,2.2352386
Aligarh,17,May,05/01/2016,28.1329,77.2727,34.291,753207,2.2352386
Aligarh,3,May,05/01/2002,28.1329,77.2727,35.122002,753207,2.2352386
Aligarh,20,May,05/01/2019,28.1329,77.2727,33.791,753207,2.2352386
Aligarh,5,May,05/01/2004,28.1329,77.2727,33.910999,753207,2.2352386
Aligarh,7,May,05/01/2006,28.1329,77.2727,34.066002,753207,2.2352386
Aligarh,12,May,05/01/2011,28.1329,77.2727,34.084999,753207,2.2352386
Aligarh,19,May,05/01/2018,28.1329,77.2727,34.632,753207,2.2352386
Aligarh,11,May,05/01/2010,28.1329,77.2727,35.383999,753207,2.2352386
Allahabad,4,May,05/01/2003,24.9151,81.57640000000001,34.77,1073438,4.7704988
Allahabad,20,May,05/01/2019,24.9151,81.57640000000001,35.587002,1073438,4.7704988
Allahabad,1,May,05/01/2000,24.9151,81.57640000000001,33.938999,1073438,4.7704988
Allahabad,5,May,05/01/2004,24.9151,81.57640000000001,34.969002,1073438,4.7704988
Allahabad,15,May,05/01/2014,24.9151,81.57640000000001,34.067001,1073438,4.7704988
Allahabad,13,May,05/01/2012,24.9151,81.57640000000001,35.042999,1073438,4.7704988
Allahabad,3,May,05/01/2002,24.9151,81.57640000000001,35.299999,1073438,4.7704988
Allahabad,12,May,05/01/2011,24.9151,81.57640000000001,34.525002,1073438,4.7704988
Allahabad,21,May,05/01/2020,24.9151,81.57640000000001,32.868999,1073438,4.7704988
Allahabad,14,May,05/01/2013,24.9151,81.57640000000001,35.459999,1073438,4.7704988
Allahabad,10,May,05/01/2009,24.9151,81.57640000000001,34.201,1073438,4.7704988
Allahabad,9,May,05/01/2008,24.9151,81.57640000000001,33.841,1073438,4.7704988
Allahabad,16,May,05/01/2015,24.9151,81.57640000000001,34.988998,1073438,4.7704988
Allahabad,17,May,05/01/2016,24.9151,81.57640000000001,34.466999,1073438,4.7704988
Allahabad,7,May,05/01/2006,24.9151,81.57640000000001,33.833,1073438,4.7704988
Allahabad,2,May,05/01/2001,24.9151,81.57640000000001,33.971001,1073438,4.7704988
Allahabad,19,May,05/01/2018,24.9151,81.57640000000001,34.854,1073438,4.7704988
Allahabad,18,May,05/01/2017,24.9151,81.57640000000001,35.138,1073438,4.7704988
Allahabad,8,May,05/01/2007,24.9151,81.57640000000001,33.598999,1073438,4.7704988
Allahabad,6,May,05/01/2005,24.9151,81.57640000000001,34.294998,1073438,4.7704988
Allahabad,11,May,05/01/2010,24.9151,81.57640000000001,35.091999,1073438,4.7704988
Alwar,7,May,05/01/2006,28.1329,77.2727,34.066002,283228,1.4855725
Alwar,21,May,05/01/2020,28.1329,77.2727,32.965,283228,1.4855725
Alwar,16,May,05/01/2015,28.1329,77.2727,34.525002,283228,1.4855725
Alwar,20,May,05/01/2019,28.1329,77.2727,33.791,283228,1.4855725
Alwar,1,May,05/01/2000,28.1329,77.2727,34.041,283228,1.4855725
Alwar,18,May,05/01/2017,28.1329,77.2727,34.415001,283228,1.4855725
Alwar,3,May,05/01/2002,28.1329,77.2727,35.122002,283228,1.4855725
Alwar,8,May,05/01/2007,28.1329,77.2727,33.749001,283228,1.4855725
Alwar,11,May,05/01/2010,28.1329,77.2727,35.383999,283228,1.4855725
Alwar,13,May,05/01/2012,28.1329,77.2727,34.202999,283228,1.4855725
Alwar,14,May,05/01/2013,28.1329,77.2727,34.789001,283228,1.4855725
Alwar,4,May,05/01/2003,28.1329,77.2727,34.179001,283228,1.4855725
Alwar,15,May,05/01/2014,28.1329,77.2727,32.826,283228,1.4855725
Alwar,19,May,05/01/2018,28.1329,77.2727,34.632,283228,1.4855725
